"features"	"1_Henry_IV"	"2_Henry_IV"	"2_Henry_VI"	"3_Henry_VI"	"A_Midsummer_Night's_Dream"	"All's_Well_That_Ends_Well"	"Antony_and_Cleopatra"	"As_You_Like_It"	"Coriolanus"	"Cymbeline"	"Hamlet"	"Henry_V"	"Julius_Caesar"	"King_John"	"King_Lear"	"Love's_Labours_Lost"	"Much_Ado_About_Nothing"	"Othello"	"Richard_II"	"Richard_III"	"Romeo_and_Juliet"	"The_Comedy_of_Errors"	"The_Merchant_of_Venice"	"The_Merry_Wives_of_Windsor"	"The_Taming_of_the_Shrew"	"The_Tempest"	"The_Two_Gentlemen_of_Verona"	"The_Winter's_Tale"	"Troilus_and_Cressida"	"Twelfth_Night"
"know not what"	0.0105318588730911	0.00495245641838352	0.00529801324503311	0.0112113907730254	0	0.0167747707447998	0.00565642853102551	0.00587095637879411	0	0.00488472059398202	0.00467814371257485	0	0.034925956971221	0.0064737489480158	0.0169118890580078	0.00615043975644259	0.00594530321046373	0.0101947191354878	0.00614817091915155	0	0.0163247537682973	0.0089031339031339	0.00616180910715386	0.0056986551173923	0.0125992188484314	0	0	0.0208953664524892	0.0203489850943684	0.012748597654258
"that he is"	0.0157977883096366	0.00990491283676704	0.0158940397350993	0.0056056953865127	0.0162707452001302	0.0223663609930664	0.00565642853102551	0	0.00986533813446456	0	0.0140344311377246	0.00492707922743398	0.0069851913942442	0.0064737489480158	0.00563729635266926	0	0.00594530321046373	0.0254867978387195	0.0245926836766062	0.00470499670650231	0	0.0089031339031339	0.00616180910715386	0.0056986551173923	0	0.0246994895438828	0	0.00522384161312229	0.0101744925471842	0.0254971953085161
"well i will"	0.0157977883096366	0.00495245641838352	0.00529801324503311	0.0056056953865127	0.00813537260006508	0	0	0.0117419127575882	0.00493266906723228	0.00488472059398202	0.00467814371257485	0.00492707922743398	0.0069851913942442	0.0064737489480158	0.00563729635266926	0.0123008795128852	0.0178359096313912	0.00509735956774391	0.00614817091915155	0.00470499670650231	0.00544158458943244	0.0178062678062678	0.0123236182143077	0.0398905858217461	0	0	0.0153846153846154	0	0.0050872462735921	0.012748597654258
"you shall not"	0.0105318588730911	0.0247622820919176	0	0	0	0.00559159024826661	0.0169692855930765	0.00587095637879411	0.00986533813446456	0.0146541617819461	0.0140344311377246	0	0.0279407655769768	0	0	0.0123008795128852	0.0118906064209275	0.00509735956774391	0.00614817091915155	0	0.0108831691788649	0.0089031339031339	0.0184854273214616	0.0113973102347846	0.0125992188484314	0	0	0.0104476832262446	0.0305234776415526	0.00637429882712902
"i do beseech"	0.00526592943654555	0	0.00529801324503311	0	0	0.0167747707447998	0.00565642853102551	0.00587095637879411	0.0147980072016968	0	0.0140344311377246	0.00492707922743398	0.0069851913942442	0.0064737489480158	0.0112745927053385	0.0123008795128852	0	0.0407788765419513	0.0245926836766062	0.0282299802390138	0.0108831691788649	0	0.0184854273214616	0	0	0.0246994895438828	0	0	0.0101744925471842	0
"let it be"	0.0105318588730911	0.0148573692551506	0	0.0056056953865127	0.00813537260006508	0.0111831804965332	0.011312857062051	0	0.00986533813446456	0.0146541617819461	0.0093562874251497	0.00492707922743398	0.0139703827884884	0.0388424936880948	0.0112745927053385	0	0.0118906064209275	0.0101947191354878	0	0	0.00544158458943244	0	0.0184854273214616	0.0113973102347846	0.0062996094242157	0.00823316318129425	0	0.00522384161312229	0.0152617388207763	0.00637429882712902
"and i am"	0.00526592943654555	0	0.00529801324503311	0.0280284769325635	0.0244061178001952	0.00559159024826661	0.011312857062051	0.0176128691363823	0.0147980072016968	0.00488472059398202	0.00467814371257485	0.00492707922743398	0.0139703827884884	0.0129474978960316	0	0.00615043975644259	0.00594530321046373	0	0.0184445127574547	0	0.0217663383577298	0.0089031339031339	0.00616180910715386	0	0.0188988282726471	0	0.0230769230769231	0	0	0.012748597654258
"i am the"	0.0210637177461822	0.0247622820919176	0.00529801324503311	0.0056056953865127	0	0.0167747707447998	0.00565642853102551	0.0176128691363823	0.00493266906723228	0.00488472059398202	0	0.00985415845486795	0.0139703827884884	0.0064737489480158	0.0112745927053385	0.0123008795128852	0	0	0.0122963418383031	0.00470499670650231	0.0217663383577298	0	0.00616180910715386	0	0.0062996094242157	0.00823316318129425	0.0153846153846154	0	0.0050872462735921	0.00637429882712902
"i warrant you"	0.00526592943654555	0.0148573692551506	0	0	0	0.0111831804965332	0.00565642853102551	0.00587095637879411	0.00493266906723228	0	0.00467814371257485	0.0246353961371699	0	0	0	0	0.0297265160523187	0	0	0.00470499670650231	0.00544158458943244	0.0089031339031339	0	0.0626852062913152	0.0125992188484314	0.0164663263625885	0.00769230769230769	0.00522384161312229	0.0050872462735921	0.019122896481387
"it is to"	0.0105318588730911	0	0.0105960264900662	0.0112113907730254	0	0.0111831804965332	0.0169692855930765	0.0352257382727646	0.00986533813446456	0.00976944118796405	0.00467814371257485	0.00492707922743398	0	0.0064737489480158	0.0169118890580078	0.00615043975644259	0.00594530321046373	0.00509735956774391	0.00614817091915155	0	0.00544158458943244	0.0178062678062678	0.00616180910715386	0.0170959653521769	0.0062996094242157	0	0.00769230769230769	0	0.0152617388207763	0
"me i am"	0.00526592943654555	0.0198098256735341	0	0.0056056953865127	0	0	0	0	0	0.00488472059398202	0.00467814371257485	0	0.0069851913942442	0	0.00563729635266926	0.0184513192693278	0.0118906064209275	0.0152920787032317	0.00614817091915155	0.00940999341300461	0	0.0089031339031339	0	0.0170959653521769	0	0	0	0	0	0.012748597654258
"my lord the"	0.0157977883096366	0	0.0211920529801325	0	0	0	0.00565642853102551	0.0117419127575882	0	0	0.0140344311377246	0	0	0	0	0	0.00594530321046373	0	0.0122963418383031	0.0235249835325115	0	0	0.00616180910715386	0	0	0.00823316318129425	0.00769230769230769	0.00522384161312229	0.0101744925471842	0
"of all the"	0.0210637177461822	0	0.00529801324503311	0.0112113907730254	0.00813537260006508	0.00559159024826661	0.00565642853102551	0	0.0246633453361614	0.00976944118796405	0.0093562874251497	0	0.0209555741827326	0.0064737489480158	0	0.0184513192693278	0.00594530321046373	0	0	0.00470499670650231	0.0163247537682973	0	0.0123236182143077	0.0056986551173923	0.0125992188484314	0.00823316318129425	0.0307692307692308	0.0156715248393669	0.0050872462735921	0.00637429882712902
"this is a"	0	0.0148573692551506	0	0	0.00813537260006508	0.0111831804965332	0.00565642853102551	0.0117419127575882	0.00986533813446456	0.00976944118796405	0	0.00492707922743398	0.0209555741827326	0	0.022549185410677	0.00615043975644259	0	0.0152920787032317	0	0	0.0108831691788649	0	0	0	0.0188988282726471	0.065865305450354	0	0.0261192080656115	0	0.0254971953085161
"t h"	4.21978387826159	4.04905285690338	4.23309438938723	4.53813397390402	4.27567952763921	3.92188699297396	4.17895037156792	4.36013229868973	4.31619609324543	4.20747806830764	4.12681961652612	3.97494729009054	3.85810997513125	4.50453271540184	4.32305771092621	4.12506975878961	3.88029168178969	3.78356072524695	4.15249475022922	4.21844715539847	4.34520386552029	4.26054407171638	4.2535833120041	3.38851400553425	3.59959821502083	4.43992681439317	4.1696407328099	4.20805998125586	3.9116631812341	4.05140261255369
"h e"	3.15443410229022	3.23408425640563	3.16111089349367	3.388928317956	3.51420136414537	3.33736789277912	3.30403358376241	3.58573972777	3.66669510010602	3.41051504495845	3.22466669807321	3.07081731365497	2.98079579994474	2.98266764784168	3.3366540852264	3.22130588454145	3.52888771570924	3.25613184432466	2.86888882316406	3.20031923383879	3.22874735262353	3.3569367951744	3.27617097517277	3.28171270450022	3.13194684582325	3.23236430168733	3.46181299072091	3.45159994644531	3.45057824586157	2.93426192706768
"o u"	2.11405346169318	2.19860991115295	1.7457270816196	1.82344270349948	2.09508296854322	2.27608195075869	1.91014441561265	2.45515837679685	2.43227764034949	2.07818754790904	2.12818580110237	2.08359171524247	2.07066869300912	2.05577040504783	2.19590565322931	1.88658771005147	2.30969742963672	2.11487375235344	1.83668037029369	2.04081632653061	2.01410999060269	2.29120473022912	2.11799334527771	2.2557729339612	2.19993742692947	1.99837365318154	2.19287810294234	2.16494845360825	1.88213358865177	2.3580153076556
"a n"	2.30409632537558	2.08255425601878	2.22100356457362	2.18785827373478	2.10119108215413	1.87164196729055	1.89384161832434	2.20073781961583	1.78277664721007	1.86039154610827	1.91030291609742	2.39861093885651	2.05857971815419	2.2123408852495	1.79180288765101	1.8493830222608	2.2387567228693	1.97173290691976	1.99195528082577	1.8754988028731	1.96221439892282	2.14100088214958	2.2011773739442	2.14897163292716	2.25921717795452	1.9780443179508	1.84193829804108	1.76328825813362	2.01567184862304	2.05398334894738
"e r"	1.87962102401199	1.94328746985777	1.70002741979709	1.78795654310204	2.19077674844752	2.18013815906005	1.80417623323869	2.23254038926345	1.80471101470821	2.08305449766995	1.88792575493475	1.77725412377527	1.64237358386295	1.73949803504047	2.13697399991581	1.82613009239164	2.21236018081631	1.8866221339592	1.72281210257017	1.89146049481245	1.85421546488632	2.0718594282717	1.99961607371385	2.24282732171465	2.15712427341139	2.11628379751982	2.30390990562297	2.05516133351185	1.83930056186853	1.85600905025365
"i n"	2.01417692019587	1.90718126603825	1.8815203624636	1.71425451766119	1.80596559095999	1.99858298399953	1.68054668713573	1.8954331509986	1.69869490513386	1.99666613941378	1.89852546285391	2.00421679275704	1.5352998065764	1.97905086974902	1.83530006033479	1.9346437651144	1.9896393572442	1.7654037603487	2.1191328265949	1.89944134078212	1.80372245676536	2.08378036859547	1.82684924494497	1.67969318898976	1.64995307019711	2.16304126855052	1.84590371956539	1.88512518409426	1.76371286754516	1.79590970957877
"r e"	1.55502226414571	1.66991192665283	1.7744525833366	1.69651143746247	1.66547897790899	1.83326445061109	1.61805263086391	1.78571428571429	1.81567819845728	1.8311898475428	1.58995618787393	1.66811360535781	1.73735838629456	1.64399004211746	1.76374019559696	1.7920257952502	1.43531197413139	1.63902715807392	1.79083730146994	1.67825789533691	1.64102276393116	1.79290942469542	1.8028538520604	1.58421929867146	1.68288626521102	1.85810124008945	1.60996113886906	1.81684295086357	1.83804076696314	1.6933873048981
"h a"	1.62576814770631	1.52548711137474	1.52114588637758	1.59960692253098	1.41504631986155	1.64432898388144	1.67782955425435	1.6139804096171	1.64507756236063	1.60974363342134	1.58995618787393	1.28860225722436	1.63891959104725	1.60954453647309	1.58694523565646	1.44323184721275	1.70257696241792	1.73832305986124	1.55127029664902	1.70106031239311	1.62699692834201	1.69038933791097	1.60289224468902	1.7444212502225	1.6137265556818	1.5206342752592	1.79831866127369	1.59592984335252	1.53694978457507	1.68985204956428
"n d"	1.82413405651348	1.66991192665283	1.7640069463486	1.85210460228203	1.68991143235264	1.4731062171577	1.35720787425109	1.69666709070093	1.37455369655021	1.39924805626194	1.57935647995477	1.8851544090289	1.69591047250622	1.83500602796349	1.52941671694566	1.32851739319154	1.54914706173491	1.55391638511335	1.73020614592884	1.62581233610763	1.48112823821479	1.69277352597573	1.71647043767597	1.57612829101736	1.78497916975415	1.63244561902826	1.40772464112935	1.33485071629402	1.497896142508	1.4582928251993
"o r"	1.46208159358571	1.40943145624057	1.8005666758066	1.78113228148714	1.30713631273542	1.48639074216213	1.3721521050987	1.41044396387228	1.40989239974166	1.47346904011583	1.51693597776417	1.40146347513333	1.32287924841116	1.30736350968388	1.3792813144565	1.63390587213989	1.43861154188801	1.49588631264024	1.54387625329035	1.59502907308175	1.28757170708445	1.41859189852896	1.47811620168928	1.29132482159328	1.53304022789771	1.36003252693637	1.40375921960504	1.42723256125318	1.56214568268286	1.30981210117901
"i s"	1.21655176240481	1.2727436846381	1.34879287607557	1.29251514986078	1.2989921612542	1.5660978921887	1.45638322442159	1.44224653351991	1.28437907461341	1.45643471595264	1.50751401516936	1.54905122162967	1.31597126277977	1.36059747295245	1.42277848714027	1.40602715942209	1.39406737717359	1.53328347045625	1.39747419478868	1.19370653289249	1.52881607921792	1.42812865078797	1.35653954440747	1.58745570173309	1.44247394160945	1.50843667412076	1.42755174875089	1.32146204311153	1.52435183552118	1.45475756986548
"a t"	1.20684154309257	1.14508246399051	1.15424288717406	1.34847409510291	1.15443347246259	1.40225541713409	1.31916801391172	1.34206843912988	1.35505648099631	1.29582537384258	1.44038253168135	1.22907106536029	1.34533020171318	1.31519203369397	1.36104056462136	1.28666211942705	1.2983799122315	1.41464421117788	1.24367809292834	1.33508151864098	1.35489571791239	1.47819660014782	1.26855643716406	1.25086978332282	1.46223385861779	1.24415531612116	1.3323816321675	1.21167492301513	1.39207337045529	1.41056687819278
"e n"	1.30255656202749	1.25082206089053	1.28350764490057	1.4767702134629	1.2989921612542	1.18232272539411	1.27841102069097	1.22598905991604	1.37577227252233	1.39438110650103	1.28727563951571	1.3506139154161	1.35051119093672	1.30110069047582	1.19126127769437	1.22775469709183	1.2290889893424	1.30761096639414	1.39599538611694	1.41831034089614	1.21463736202084	1.14917864721169	1.33094445866394	1.1974691328058	1.29921454329892	1.07338890018296	1.43746530256166	1.2960235640648	1.31270629141576	1.16309900482562
"e s"	1.1014163048454	1.20955782795394	1.17643986577356	1.14374624665611	1.26437951745902	1.24726929208242	1.38573776950562	1.26574227197558	1.3355592654424	1.22768807718982	1.1624346351345	1.35557484807144	1.4368610113291	1.17271289671045	1.30351204591056	1.33781856513921	0.958524433299238	1.20831506460681	1.16530123332643	1.15950290730817	1.1206642635735	1.12295257849939	1.24616073713847	1.24601517873036	1.07856213670569	1.18316731042895	1.11031802680625	1.39777748025171	1.34798054876666	1.136584589822
"h i"	1.10696500159525	1.15153000038685	1.13988013631556	1.20379974886717	1.21958668431233	1.41553994213851	1.29743095086065	1.21008777509223	1.28194192266917	1.2617567255162	1.3308522165167	1.15217660920253	1.31424426637193	1.30579780488187	1.3231559303484	1.06963477398152	1.22578942158577	1.21605240760323	1.24959332761527	1.08995553528674	1.07998934036495	1.18732565624776	1.1229843869977	1.1019952424875	1.0373956429383	1.25431998373653	1.10040447299548	1.26522961574508	1.23333921237623	1.23557173916886
"l l"	1.35665635533854	1.26758565552103	1.20255395824357	1.08232789212207	1.22976687366385	1.17199031705733	1.18874563560531	1.246660730187	1.05406821588292	1.01354228770974	1.13887972864748	1.23527223117946	1.27797734180713	1.06154785576727	1.2066957583241	1.21690332981956	1.32477645428449	1.18252392128543	1.07065747833545	1.0853950518755	1.25811745234722	1.01566411558544	1.11498592270284	1.6052559185721	1.36014095407466	1.2258589144135	1.1123007375684	1.13535948587495	1.34924034367205	1.30981210117901
"a r"	1.24706959452898	1.17216211685515	1.12421168083356	1.5027024075995	1.07706403339102	1.03471689201157	1.44415612645536	1.06061569774838	1.22101312406322	1.0512611483568	1.0493710839968	1.15217660920253	1.59574468085106	1.05371933175719	1.18705187388626	1.19365039995039	1.21919028607252	0.873030201428829	1.27621188370649	1.21536882909588	1.23988386608132	1.03235343203872	1.07819298694651	0.987102933799375	1.00446244792439	1.14454157349055	0.868427313823459	1.05502744678002	1.11491849126962	1.03229455747441
"i t"	1.03621911803465	1.13218739119782	0.971444239884053	0.969045149314844	1.01191082154128	1.26202987542068	1.05696469085821	1.23871008777509	1.25757040322679	1.20578680326572	1.36618457624723	1.06536028773409	1.07591876208897	1.05058792215316	1.08742931709439	1.223104111118	1.26868380242188	1.34242900987801	1.00706870545089	1.01014707559001	1.11645651289676	1.19924659657154	1.1501791656002	1.08743142871013	1.10820201221822	1.08965236836755	1.20350543262749	1.20899718837863	1.09476177278339	1.27622717550775
"o n"	1.10557782740779	1.10768675289172	0.981889876872054	0.930829284271442	1.1116766771862	1.14394520871465	1.16836713899493	0.944536318534538	1.1686143572621	1.18510226678185	1.15183492721534	1.15341684236636	1.22444045316386	1.24160390799919	1.00885377934305	1.13629317293979	1.13835087603524	1.18510303561757	1.07805152169412	1.03979021776308	0.987418825476528	1.05619531268626	1.20296902994625	1.00813955370002	0.920482800638904	1.17706850985973	0.995320802601317	1.24514660597135	1.09602156768878	1.11007017481838
"m e"	1.079221517846	1.13347689847709	0.959692898272553	0.868046077414424	1.23180291153415	0.928440691976147	1.11266591492657	1.13694186490268	1.04310103213385	0.969739739861535	1.01521646959062	0.899169043780231	1.25898038132081	0.922200128387794	0.969566010467384	1.01227754697092	1.1185534694955	1.06001599050886	1.0381236875573	1.0637327556721	1.39977839179769	1.61171113177407	1.16777578704889	1.20394193892907	1.26463468853431	1.01240089449075	1.19359187881672	0.993439550140581	1.02169366827081	1.14719035582345
"t o"	0.932181053974948	1.03934286709048	1.14249154556256	1.11371949555058	0.975262139875802	1.09080710869694	1.00398059967123	1.00655132934741	1.18201869295541	1.10114738340613	1.11650256748481	0.959940468808136	1.23652942801879	1.07720490378744	1.00464437553495	1.02467910956781	1.10370541459069	1.03680396151961	1.13572505989175	1.2062478622734	1.06876867189363	1.1277209546289	1.01900435116458	1.04535818890885	1.1543084852377	0.914820085383208	1.1341105559521	1.09385459900924	1.14389377409358	1.08002050448094
"e a"	1.08615738878331	1.15281950766612	1.19994254899657	1.12600316645739	1.08520818487224	0.931392808643798	1.14255437662179	0.919094262816436	0.98095365755578	1.00137491330746	1.08941442502473	0.941336971350614	1.13809063277148	1.18523853512659	1.03972274060251	1.08668692255224	1.08225822417263	0.968457431717948	1.28804235308036	1.11731843575419	1.23707869896349	0.967980354290346	0.999808036856923	0.891629043481075	0.928716099392383	0.990038625736938	0.902133396780078	1.01218369259606	0.99019879563607	0.910328248457745
"v e"	0.977957802161217	0.947787850262415	0.942718738167052	0.884424305290168	1.06077573042859	1.24874535041625	1.02300052984091	1.20213713268032	1.06990970352047	0.94540499105698	1.01050548829321	0.822274587622473	1.02410886985355	0.901845965961578	1.0369164713971	1.0091771563217	1.10205563071238	1.20831506460681	0.967140871314069	0.953141032949493	1.08279450748278	0.860691891376392	1.10858715126696	1.08419502564849	0.999522468672298	0.945314088229315	1.33039892140535	1.04431650823403	0.851621356043236	1.12597882382055
"n o"	1.02234737616002	0.882022979019717	0.819982503558045	0.859856963476552	0.942685533950931	1.12770856704257	1.03794476068852	1.04948479837171	1.08209546324166	1.03544356163384	1.02817166815848	0.781346893215925	1.17090356452059	0.811035087444613	1.07480110567007	0.882061139703603	1.14165044379186	1.11933562014804	0.902073289757771	0.865351727283092	0.908874146177258	1.00135898719691	0.980611722549271	0.935320484813179	1.039042302689	1.04086196381378	1.07661194384963	1.22372472887937	1.12751644032352	1.18254290916161
"s t"	0.937729750724798	1.0715805490722	0.955775784402053	0.90216738548889	0.912144965896366	0.986006966995336	0.991753501705001	0.934995547640249	0.962675017973996	1.11209802036818	0.969284401940924	0.907850675927074	0.972298977618127	0.972302682052326	1.11128260534033	0.927016804117319	0.813343452007787	0.99682768937147	1.04995415693118	0.912096682248318	0.921497398207498	1.13725770688792	0.926222165344254	1.10846804861077	1.09996871346474	1.23195771498272	0.914029661353002	1.03360556968804	0.910831716596538	0.897954854789387
"s e"	0.890565828351066	0.900076080929477	0.991029809236554	0.929464431948463	0.916217041636974	0.993387258664462	0.93741084407733	0.885701564686427	0.946833530336449	0.96730626498108	0.991661563103594	0.8731241473397	0.917035092567007	0.900280261159561	1.02288512537008	0.962671296583369	0.821592371399347	1.01359193253037	0.949395167253261	0.940599703568578	0.915887063971836	1.0752688172043	0.985410801126184	0.922374872566629	0.87602298737012	0.935149420613946	1.09049091918471	1.04029990627929	0.94988535866361	0.912095876124653
"y o"	0.683876874419121	1.0470799107661	0.599318422186533	0.607359283725501	0.865316094879365	1.140993092047	0.749928675261864	1.29436458465844	1.21004594031415	0.884568119045591	0.971639892589626	0.804911323328786	0.989568941696601	0.713961389719582	0.96114720285117	0.84330625658833	1.19609331177616	0.955561860057256	0.508710183076514	0.85965112301904	0.638175519306563	1.05142693655676	1.08459175838239	1.30103403077819	1.22017487526552	0.689164464322017	1.0607502577524	1.05904404873477	0.793670790395324	1.20728969649833
"h o"	1.09586760809555	0.882022979019717	0.90224189483855	0.940383250532292	0.789982693678102	0.854637775284879	1.12625157933349	0.869800279862613	0.844473148678454	0.924720454573108	0.857398596127573	0.775145727396751	0.820323293727549	0.92376583318981	1.00745064474035	0.804551373473058	0.826541723034283	0.901400459082351	0.905030907101239	0.810625926348193	1.06035317054014	1.11341582624037	1.02060404402355	0.823664579186692	0.932009418893774	1.07542183370604	0.941787612023158	0.965323336457357	0.912091511501927	0.887349088787938
"l e"	0.843401905977334	0.862680369830688	0.859153642263047	0.818911393787192	0.918253079507279	0.785263033595088	0.948279375602864	0.79665436967307	0.911494827144998	0.816430822392836	0.890375465209403	0.943817437678284	0.801326333241227	0.804772268236547	0.833461954005248	0.827804303342221	0.836440426304154	0.742784927655843	0.834048090858005	0.834568464257211	0.795264877905101	0.638962401354219	0.844637829536729	0.809100765409324	0.877669647120815	0.87822728196788	0.892219842969308	0.808675860222252	0.867998689813298	0.890884344121754
"w i"	0.786527764291362	0.827863673290436	0.813453980440545	1.06458481192335	0.83070345108419	0.767550333589183	0.702378849837651	0.928635033710724	0.76648428646284	0.739776363658486	0.772600932774297	0.782587126379759	0.742608455374413	0.756235419374031	0.721211185789053	0.840205865939108	0.971722704325733	0.822737471952132	0.697997693058472	0.767301333941398	0.908874146177258	0.960827790096083	0.855835679549526	1.13274107157305	0.940242717647253	0.831469810937182	0.868427313823459	0.759137769447048	0.796190380206102	0.892651971788662
"n g"	0.886404305788678	0.809810571380675	0.91529894107355	0.92264017033357	0.77980250432658	0.773454566924485	0.703737416278343	0.777572827884493	0.666561056749083	0.92350371713288	0.796155839261318	0.911571375418579	0.697706548770379	0.955079929230143	0.775933435294448	0.820053326719167	0.716006203187383	0.652515926031001	1.13276744254828	0.839128947668453	0.796667461464017	0.705719667167346	0.796647043767597	0.589025357217988	0.676777157535938	0.898556617198618	0.797049726385915	0.889007899317178	0.724382070598906	0.678769024092765
"a s"	0.848950602727184	0.829153180569704	0.813453980440545	0.720642026532729	0.722793443958058	0.738029166912676	0.730908745092179	0.830047067803078	0.768921438407077	0.893085281127186	0.807933292504829	0.742899665137046	0.918762088974855	0.712395684917566	0.655263859462038	0.880510944378992	0.791896261589732	0.907848244912697	0.764544083286504	0.672671303158135	0.701291779457761	0.746250864268173	0.807844893780394	0.930465880220723	0.9221294603896	0.831469810937182	0.876358156872076	0.862230552952202	0.817606893597722	0.848461280115956
"u r"	0.735202319355241	0.854943326155076	0.682883518090538	0.73019599279358	0.722793443958058	0.938773100312924	0.734984444414254	0.807785269049739	0.918806282977712	0.894302018567413	0.82088849107269	0.93265533920377	0.75124343741365	0.953514224428126	0.942906453016038	0.742543560488622	0.676411390107896	0.777602971139711	0.723137440477951	0.852810397902178	0.705499530134508	0.758171804591946	0.718262093678014	0.715245076621842	0.6915970952922	0.683065663752795	0.828773098580379	0.815370196813496	0.623598478167754	0.753009386102911
"t e"	0.814271248040616	0.711808018156262	0.783422774100043	0.691980127750177	0.730937595439275	0.732124933577375	0.695586017634192	0.718738074036382	0.746987070908936	0.794529548468736	0.721957883827201	0.725536400843359	0.657985631389887	0.637241854420768	0.941503318413335	0.77354746698084	0.689609661134391	0.758259613648673	0.770459317973441	0.754760004560483	0.691473694545353	0.786782061369001	0.767852572306117	0.901338252665987	0.960002634655601	0.790811140475706	0.876358156872076	0.660061587896639	0.767215097382146	0.806038216110159
"a l"	0.966860408661516	0.803363034984332	0.885267734733049	0.687885570781241	0.773694390715667	0.653893841884631	0.711888814922494	0.777572827884493	0.722615551466556	0.694757078370059	0.684270033447967	0.857001116209847	0.804780326056922	0.778155286602264	0.711389243570136	0.761145904383952	0.674761606229584	0.722152012998736	0.782289787347313	0.703454566184015	0.834537217554736	0.565052571346828	0.732659329408754	0.784827742447044	0.740996887813071	0.697296198414312	0.75541280038068	0.68148346498862	0.836503817178563	0.692910045428031
"e d"	0.80594820291584	0.738887671020903	0.756002977006542	0.840749030954851	0.700397027384709	0.754265808584755	0.760797206787398	0.696476275283043	0.793292957849457	0.828598196795114	0.700758467988882	0.695770804911323	0.7857833655706	0.839217773880912	0.82925255019714	0.727041607242513	0.829841290790906	0.723441570164805	0.736446718523557	0.931478736746095	0.69848661233993	0.767708556850964	0.729459943690811	0.569606938848164	0.73770356831168	0.709493799552755	0.670156237608058	0.808675860222252	0.642495401748595	0.530288300072473
"n e"	0.701910138856136	0.746624714696514	0.72727747528954	0.641480591799967	0.728901557568971	0.782310916927437	0.824649829499912	0.696476275283043	0.803041565626409	0.810347135191697	0.713713666556744	0.713134069205011	0.564727825366123	0.709264275313532	0.729629993405267	0.775097662305451	0.796845613224668	0.805973228793232	0.674336754310727	0.663550336335652	0.706902113693423	0.822544882340319	0.771051958024059	0.762172921015583	0.66854385878246	0.861963813783289	0.799032437148069	0.974695407685098	0.682808838721056	0.707051066763297
"o f"	0.96408606028659	0.839469238803853	0.775588546359043	0.626467216247202	0.59859513386949	0.776406683592136	0.702378849837651	0.733049230377815	0.651938145083655	0.775061749425092	0.812644273802233	0.941336971350614	0.711522520033158	0.926897242793844	0.715598647378243	0.744093755813232	0.689609661134391	0.687333969514869	0.844399751560143	0.775282179911071	0.584877344067773	0.605583768447655	0.799846429485539	0.720099681214298	0.492351265458018	0.707460866029681	0.52343564120866	0.768509840674789	0.708004736828844	0.853764163116681
"b e"	0.643648822982702	0.716966047273337	0.758614386253542	0.648304853414861	0.623027588313143	0.646513550215504	0.726833045770103	0.744180129754484	0.734801311187746	0.756810687821675	0.64304894709568	0.59407168547687	0.668347609836972	0.785983810612347	0.645441917243121	0.657282817635022	0.84138977793909	0.68475485518273	0.627014876815238	0.654429369513168	0.732148617753903	0.727177359750137	0.734259022267725	0.745990905707397	0.815096576594378	0.725757267737345	0.689983345229598	0.848841879769715	0.603441759681524	0.832552631113782
"w h"	0.643648822982702	0.581567782950135	0.55231305574053	0.68925042310422	0.594523058128881	0.698175591899392	0.734984444414254	0.634461264470169	0.74211276702046	0.719091827174614	0.710180430583691	0.457646037455042	0.697706548770379	0.598099234370352	0.768917762280936	0.640230669064302	0.595571980070611	0.693781755345214	0.594481086037088	0.628206589898529	0.676045275397282	0.667572658131273	0.643076529306373	0.551806722009159	0.670190518533155	0.719658467168124	0.769291775715759	0.680144597670371	0.734460429842022	0.611599172750252
"o w"	0.672779480919419	0.740177178300171	0.607152649927533	0.76022274389911	0.700397027384709	0.64798960854933	0.658904723735514	0.597888309375397	0.651938145083655	0.57916702154842	0.694869741367127	0.606474017115218	0.663166620613429	0.588705005558252	0.756289550856614	0.634029887765858	0.633517009271785	0.618987439713202	0.665463902280323	0.599703568578269	0.612929015246083	0.622273084900937	0.543895572050166	0.676408239882195	0.686657116040113	0.770481805244968	0.680069791418828	0.678805730352122	0.661392325329436	0.67346614109204
"i l"	0.697748616293748	0.597041870301358	0.631961037774035	0.646940001091882	0.675964572941057	0.633229025211076	0.58690070237885	0.672624348047322	0.542266307592947	0.621752831956392	0.592405898148584	0.6201165819174	0.668347609836972	0.601230643974385	0.630007436613394	0.677435356854964	0.734153825848814	0.6692801691899	0.505752565733046	0.624786227340098	0.69848661233993	0.696182914908328	0.577489122088559	0.84955580367979	0.739350228062375	0.65867046147591	0.73558569275914	0.672111393760878	0.702965557207287	0.728262598766196
"o t"	0.700522964668673	0.590594333905015	0.498779166177027	0.603264726756565	0.612847398961621	0.708508000236169	0.608637765429918	0.717147945554001	0.653156721055774	0.703274240451653	0.651293164366137	0.509735830336103	0.6148107211937	0.638807559222784	0.677714013105277	0.615427543870528	0.772098855049988	0.710545998504114	0.575256573304546	0.6578497320716	0.631162601511985	0.691414538778819	0.588686972101357	0.687735650597926	0.624084045513675	0.63224232567595	0.785153461812991	0.727004953809077	0.724382070598906	0.680536651759673
