"features"	"1_Henry_IV"	"2_Henry_IV"	"2_Henry_VI"	"3_Henry_VI"	"A_Midsummer_Night's_Dream"	"All's_Well_That_Ends_Well"	"Antony_and_Cleopatra"	"As_You_Like_It"	"Coriolanus"	"Cymbeline"	"Hamlet"	"Henry_V"	"Julius_Caesar"	"King_John"	"King_Lear"	"Love's_Labours_Lost"	"Much_Ado_About_Nothing"	"Othello"	"Richard_II"	"Richard_III"	"Romeo_and_Juliet"	"The_Comedy_of_Errors"	"The_Merchant_of_Venice"	"The_Merry_Wives_of_Windsor"	"The_Taming_of_the_Shrew"	"The_Tempest"	"The_Two_Gentlemen_of_Verona"	"The_Winter's_Tale"	"Troilus_and_Cressida"	"Twelfth_Night"
"me to"	0.0461552663158866	0.0522079617141614	0.036563071297989	0.0288461538461538	0.0420079815164881	0.078205190869544	0.0903944050620867	0.0879461976202794	0.0253111157983548	0.0500145875880465	0.0522403054048624	0.0172793641194004	0.0533428165007112	0.0497842681712579	0.0434593654932638	0.0372895802258683	0.0846381718154888	0.0825369244135534	0.0368421052631579	0.08432041758683	0.0890680667541721	0.115991339313331	0.0641231163834562	0.0561740373812685	0.0708446866485014	0.0350042005040605	0.132178970325821	0.0675189052934822	0.0306091215182124	0.0618742265721678
"out of"	0.115388165789717	0.0609092886665216	0.0182815356489945	0.00961538461538462	0.0700133025274802	0.058653893152158	0.0761216042628098	0.124159337816865	0.0970259438936933	0.0458467052890426	0.0683142455294354	0.107996025746253	0.0474158368895211	0.0719106095807058	0.0579458206576851	0.0905604091199659	0.0899280575539568	0.0999131190269331	0	0.0160610319213009	0.0515657228576786	0.0463965357253325	0.0213743721278187	0.0766009600653662	0.0272479564032698	0.119014281713806	0.0462626396140374	0.0630176449405834	0.0568455113909659	0.118123523455957
"this is"	0.0600018462106526	0.0435066347618012	0.0319926873857404	0.0865384615384615	0.0770146327802282	0.0635417175815045	0.0808792045292355	0.0672529746508019	0.0590592701961611	0.0708539990830659	0.0602772754671489	0.0302388872089507	0.041488857278331	0.0497842681712579	0.0724322758221063	0.0479437460046878	0.0634786288616166	0.0868809730668983	0.0368421052631579	0.0240915478819514	0.0796924807800488	0.0386637797711104	0.0480923372875922	0.117454805433561	0.0871934604904632	0.126015121814618	0.0462626396140374	0.0765214259992798	0.0743364379728016	0.123748453144336
"she is"	0.00923105326317733	0.0217533173809006	0.0137111517367459	0.0288461538461538	0.0700133025274802	0.117307786304316	0.061848803463533	0.0465597516813244	0.0126555578991774	0.0875255282790814	0.0281293952180028	0.0172793641194004	0.0118539592223803	0.0331895121141719	0.0531170022695446	0.0585979117835074	0.16398645789251	0.104257167680278	0.00526315789473684	0.0240915478819514	0.112507031689481	0.0541292916795546	0.0694667094154109	0.102134613420488	0.163487738419619	0.0350042005040605	0.204877404005023	0.11253150882247	0.104945559491014	0.0618742265721678
"to me"	0.0461552663158866	0.0783119425712421	0.0548446069469835	0.0288461538461538	0.0560106420219842	0.0537660687228115	0.0523336029306818	0.0724262803931712	0.0295296350980806	0.0875255282790814	0.0602772754671489	0.0691174564776016	0.0889046941678521	0.0663790242283438	0.0289729103288425	0.0692520775623269	0.0370292001692763	0.0260642919200695	0.0526315789473684	0.0762899016261795	0.0515657228576786	0.154655119084442	0.0587795233515016	0.0817076907363906	0.0817438692098093	0.0840100812097452	0.0660894851629106	0.139539070939863	0.0568455113909659	0.0618742265721678
"a man"	0.055386319579064	0.104415923428323	0.036563071297989	0.0384615384615385	0.0420079815164881	0.0733173664401975	0.0428184023978305	0.108639420589757	0.0506222315967096	0.0458467052890426	0.0562587904360056	0.0518380923582012	0.0592697961119014	0.011063170704724	0.0627746390458255	0.0958874920093757	0.174566229369446	0.0608166811468288	0.0105263157894737	0.0642441276852038	0.103131445715357	0.123724095267553	0.0587795233515016	0.086814421407415	0.0490463215258856	0.0630075609073089	0.0594805366466195	0.0450126035289881	0.0874546329091784	0.0674991562605467
"in a"	0.0600018462106526	0.0826626060474222	0.0411334552102377	0.0576923076923077	0.0840159630329763	0.0537660687228115	0.0237880013321281	0.0879461976202794	0.0801518666947901	0.0708539990830659	0.0562587904360056	0.0604777744179014	0.041488857278331	0.0497842681712579	0.0772610942102468	0.101214574898785	0.0952179432924249	0.0564726324934839	0.0473684210526316	0.0401525798032524	0.0843802737671105	0.0618620476337767	0.0587795233515016	0.0510673067102441	0.0708446866485014	0.0560067208064968	0.0462626396140374	0.0180050414115952	0.0787091696182605	0.0899988750140623
"in his"	0.06923289947383	0.0522079617141614	0.0731261425959781	0.0528846153846154	0.0350066512637401	0.0537660687228115	0.0475760026642561	0.0724262803931712	0.0506222315967096	0.0458467052890426	0.0683142455294354	0.112315866776103	0.0829777145566619	0.0608474388759819	0.0386305471051234	0.0585979117835074	0.0793482860770207	0.052128583840139	0.068421052631579	0.0883356755671552	0.0750046877929871	0.0695948035879988	0.0480923372875922	0.0817076907363906	0.0326975476839237	0.0420050406048726	0.0462626396140374	0.00900252070579762	0.104945559491014	0.0618742265721678
"you shall"	0.041539739684298	0.0783119425712421	0.0319926873857404	0.0288461538461538	0.0350066512637401	0.112419961874969	0.109424806127789	0.0620796689084325	0.0759333473950643	0.0750218813820698	0.0482218203737191	0.0604777744179014	0.0948316737790422	0.0221263414094479	0.0531170022695446	0.0532708288940976	0.0370292001692763	0.0825369244135534	0.0157894736842105	0.0481830957639028	0.0562535158447403	0.0154655119084442	0.0908410815432297	0.112348074762537	0.0762942779291553	0.0280033604032484	0.0396536910977464	0.0585163845876846	0.0743364379728016	0.0393745078186523
"he has"	0.0230776331579433	0.0609092886665216	0.0457038391224863	0.0240384615384615	0.0560106420219842	0.102644313016276	0.0761216042628098	0.08277289187791	0.156085214089854	0.0375109406910349	0.0642957604982921	0.0561579333880513	0.0296348980559507	0.0553158535236199	0.0531170022695446	0.0319624973364586	0.116377486246297	0.0651607298001738	0.0315789473684211	0.0160610319213009	0.0187511719482468	0.0618620476337767	0.106871860639094	0.12766826677561	0.0435967302452316	0.0350042005040605	0.0264357940651642	0.072020165646381	0.0568455113909659	0.056249296883789
"is it"	0.0738484261054186	0.0435066347618012	0.0274223034734918	0.0480769230769231	0.0280053210109921	0.087980839728237	0.0666064037299586	0.0724262803931712	0.0548407508964354	0.0750218813820698	0.116536065903155	0.0561579333880513	0.0651967757230915	0.0497842681712579	0.0724322758221063	0.021308331557639	0.0528988573846805	0.125977410947003	0.0526315789473684	0.0481830957639028	0.0843802737671105	0.00773275595422209	0.0427487442556375	0.0408538453681953	0.0871934604904632	0.0350042005040605	0.0264357940651642	0.0495138638818869	0.0481000481000481	0.10124873439082
"that you"	0.0461552663158866	0.0478572982379813	0.0274223034734918	0.00961538461538462	0.0490093117692362	0.078205190869544	0.0285456015985537	0.0879461976202794	0.0759333473950643	0.0583503521860543	0.0482218203737191	0.0604777744179014	0.100758653390232	0.0497842681712579	0.0434593654932638	0.0532708288940976	0.121667371984765	0.0564726324934839	0.0263157894736842	0.0562136117245533	0.0562535158447403	0.100525827404887	0.0374051512236828	0.0561740373812685	0.0762942779291553	0.070008401008121	0.132178970325821	0.0675189052934822	0.0306091215182124	0.0787490156373045
"but i"	0.0784639527370073	0.0478572982379813	0.0685557586837294	0.0288461538461538	0.0700133025274802	0.068429542010851	0.0475760026642561	0.08277289187791	0.0379666736975322	0.0583503521860543	0.0241109101868596	0.0518380923582012	0.041488857278331	0.0221263414094479	0.0482881838814042	0.0745791604517366	0.105797714769361	0.0738488271068636	0.0157894736842105	0.0642441276852038	0.0656291018188637	0.092793071450665	0.0641231163834562	0.0919211520784394	0.0708446866485014	0.0350042005040605	0.0660894851629106	0.0585163845876846	0.0568455113909659	0.0674991562605467
"such a"	0.083079479368596	0.0478572982379813	0.036563071297989	0.0384615384615385	0.0420079815164881	0.0635417175815045	0.061848803463533	0.0672529746508019	0.0506222315967096	0.0458467052890426	0.0522403054048624	0.0691174564776016	0.0651967757230915	0.0497842681712579	0.0772610942102468	0.0319624973364586	0.0687685146000846	0.0825369244135534	0.0105263157894737	0.0240915478819514	0.0750046877929871	0.0618620476337767	0.112215453671048	0.0714942293943417	0.0817438692098093	0.0420050406048726	0.0925252792280748	0.0360100828231905	0.0787091696182605	0.0843739453256834
"in this"	0.06923289947383	0.0130519904285404	0.086837294332724	0.0769230769230769	0.0700133025274802	0.0439904198641185	0.0380608021314049	0.08277289187791	0.0590592701961611	0.033343058392031	0.0683142455294354	0.0388785692686509	0.0533428165007112	0.105100121694878	0.0482881838814042	0.0372895802258683	0.0634786288616166	0.0477845351867941	0.110526315789474	0.068259385665529	0.0984436527282955	0.0695948035879988	0.0106871860639094	0.0510673067102441	0.0544959128065395	0.0840100812097452	0.0198268455488732	0.0630176449405834	0.0437273164545892	0.0731240859489256
"you will"	0.0507707929474753	0.0391559712856211	0.0411334552102377	0.0432692307692308	0.0560106420219842	0.0635417175815045	0.0380608021314049	0.118986032074496	0.0674963087956127	0.0500145875880465	0.0361663652802893	0.0518380923582012	0.0355618776671408	0.0331895121141719	0.0386305471051234	0.0799062433411464	0.0581887431231485	0.0651607298001738	0.0315789473684211	0.0361373218229271	0.0562535158447403	0.100525827404887	0.0534359303195469	0.0970278827494638	0.0871934604904632	0.0350042005040605	0.0594805366466195	0.0900252070579762	0.0612182430364249	0.0899988750140623
"the world"	0.0646173728422413	0.0522079617141614	0.0548446069469835	0.0432692307692308	0.0350066512637401	0.0439904198641185	0.147485608259194	0.0775995861355406	0.0632777894958869	0.0708539990830659	0.0562587904360056	0.0518380923582012	0.0651967757230915	0.116163292399602	0.0531170022695446	0.0852333262305561	0.0423190859077444	0.0781928757602085	0.0421052631578947	0.0401525798032524	0.0562535158447403	0.0309310238168883	0.0587795233515016	0.0204269226840976	0.114441416893733	0.0280033604032484	0.0528715881303285	0.0450126035289881	0.0262363898727535	0.0393745078186523
"on the"	0.083079479368596	0.0435066347618012	0.0594149908592322	0.0528846153846154	0.0630119722747322	0.039102595434772	0.061848803463533	0.0465597516813244	0.0506222315967096	0.0375109406910349	0.0843881856540084	0.0475182513283511	0.0355618776671408	0.0829737802854298	0.0482881838814042	0.0639249946729171	0.0370292001692763	0.0955690703735882	0.0578947368421053	0.0722746436458542	0.0656291018188637	0.0463965357253325	0.085497488511275	0.0357471146971709	0.0435967302452316	0.0630075609073089	0.0330447425814553	0.0540151242347857	0.052472779745507	0.0281246484418945
"and so"	0.083079479368596	0.0826626060474222	0.0776965265082267	0.0576923076923077	0.0700133025274802	0.0244391221467325	0.0237880013321281	0.0982928091050181	0.0379666736975322	0.0416788229900388	0.0401848503114326	0.0518380923582012	0.041488857278331	0.0663790242283438	0.0193152735525617	0.0745791604517366	0.0740584003385527	0.0260642919200695	0.0210526315789474	0.112427223449107	0.0234389649353085	0.0463965357253325	0.0961846745751844	0.0459605760392197	0.125340599455041	0.0210025203024363	0.0594805366466195	0.0540151242347857	0.0393545848091303	0.0899988750140623
"i think"	0.0600018462106526	0.0652599521427018	0.0457038391224863	0.0288461538461538	0.0210039907582441	0.0928686641575835	0.0380608021314049	0.0569063631660631	0.0674963087956127	0.0416788229900388	0.0361663652802893	0.0604777744179014	0.0355618776671408	0.0387210974665339	0.033801728716983	0.0372895802258683	0.111087600507829	0.125977410947003	0.00526315789473684	0.0281068058622767	0.0281267579223701	0.14692236313022	0.0534359303195469	0.086814421407415	0.0381471389645777	0.0070008401008121	0.118961073293239	0.0765214259992798	0.0393545848091303	0.0899988750140623
"me i"	0.0230776331579433	0.0304546443332608	0.0319926873857404	0.0144230769230769	0.0420079815164881	0.0342147710054255	0.0142728007992768	0.0517330574236937	0.0168740771989032	0.0208394114950194	0.0241109101868596	0.0215992051492505	0.0355618776671408	0.011063170704724	0.0289729103288425	0.0319624973364586	0.0634786288616166	0.0564726324934839	0.0210526315789474	0.0281068058622767	0.00937558597412338	0.0309310238168883	0.0427487442556375	0.0766009600653662	0.0435967302452316	0.0140016802016242	0.0264357940651642	0.0135037810586964	0.0262363898727535	0.0618742265721678
"from the"	0.0784639527370073	0.0565586251903415	0.086837294332724	0.0625	0.0770146327802282	0.048878244293465	0.0428184023978305	0.0258665287118469	0.042185192997258	0.0541824698870504	0.0401848503114326	0.0950365026567022	0.0889046941678521	0.0940369509901538	0.0627746390458255	0.0319624973364586	0.0211595429538722	0.0564726324934839	0.0842105263157895	0.0762899016261795	0.0562535158447403	0.092793071450665	0.0641231163834562	0.0204269226840976	0.0217983651226158	0.0280033604032484	0.0198268455488732	0.0405113431760893	0.052472779745507	0.0506243671954101
"i shall"	0.06923289947383	0.0391559712856211	0.0274223034734918	0.0240384615384615	0.0490093117692362	0.0928686641575835	0.104667205861364	0.0569063631660631	0.0590592701961611	0.0500145875880465	0.0522403054048624	0.043198410298501	0.0889046941678521	0.0497842681712579	0.0676034574339659	0.0372895802258683	0.0317393144308083	0.0651607298001738	0.0210526315789474	0.0401525798032524	0.0375023438964935	0.0695948035879988	0.0801538954793203	0.102134613420488	0.0272479564032698	0.0630075609073089	0.0462626396140374	0.0675189052934822	0.0743364379728016	0.0618742265721678
"thou have"	0.110772639158128	0.0348053078094409	0.0685557586837294	0.0673076923076923	0.0490093117692362	0.0342147710054255	0.0903944050620867	0.0569063631660631	0.0717148280953385	0.0416788229900388	0.0401848503114326	0.0345587282388008	0.0533428165007112	0.0663790242283438	0.0434593654932638	0.0319624973364586	0.0317393144308083	0.0564726324934839	0.068421052631579	0.0441678377835776	0.107819238702419	0.0463965357253325	0.0427487442556375	0.0153201920130732	0.0544959128065395	0.070008401008121	0.0991342277443659	0.0405113431760893	0.0262363898727535	0.0618742265721678
"i pray"	0.013846579894766	0.0391559712856211	0.0502742230347349	0.00961538461538462	0.0630119722747322	0.068429542010851	0.0237880013321281	0.0931195033626487	0.0506222315967096	0.0250072937940233	0.0642957604982921	0.0475182513283511	0.0237079184447605	0.00553158535236199	0.0386305471051234	0.021308331557639	0.116377486246297	0.0608166811468288	0.0105263157894737	0.0200762899016262	0.0703168948059254	0.108258583359109	0.17099497702255	0.148095189459708	0.147138964577657	0.0350042005040605	0.0793073821954927	0.0270075621173929	0.0349818531636713	0.0449994375070312
"pray you"	0.013846579894766	0.0304546443332608	0.0137111517367459	0	0.0490093117692362	0.102644313016276	0.0666064037299586	0.0982928091050181	0.0801518666947901	0.0500145875880465	0.0803697006228652	0.0475182513283511	0.0237079184447605	0.00553158535236199	0.0627746390458255	0.0372895802258683	0.0846381718154888	0.0781928757602085	0	0.0160610319213009	0.0234389649353085	0.0850603154964429	0.128246232766912	0.178735573485854	0.0653950953678474	0.0350042005040605	0.0396536910977464	0.0540151242347857	0.0437273164545892	0.056249296883789
"do you"	0.0323086864211206	0.0522079617141614	0.0137111517367459	0.00480769230769231	0.0560106420219842	0.0733173664401975	0.0428184023978305	0.0724262803931712	0.0632777894958869	0.0250072937940233	0.0803697006228652	0.0302388872089507	0.0948316737790422	0.0276579267618099	0.0724322758221063	0.0426166631152781	0.0528988573846805	0.121633362293658	0.0157894736842105	0.0240915478819514	0.0468779298706169	0.0386637797711104	0.0641231163834562	0.0408538453681953	0.0599455040871935	0.070008401008121	0.0462626396140374	0.0225063017644941	0.0962000962000962	0.0956238047024412
"for a"	0.06923289947383	0.0304546443332608	0.0594149908592322	0.0384615384615385	0.0490093117692362	0.0439904198641185	0.0333032018649793	0.0517330574236937	0.0337481543978064	0.0375109406910349	0.0602772754671489	0.0604777744179014	0.0237079184447605	0.0331895121141719	0.0193152735525617	0.0958874920093757	0.0740584003385527	0.0304083405734144	0.0421052631578947	0.0481830957639028	0.0750046877929871	0.123724095267553	0.0480923372875922	0.0766009600653662	0.0708446866485014	0.0350042005040605	0.0462626396140374	0.0585163845876846	0.052472779745507	0.0618742265721678
"give me"	0.0600018462106526	0.0913639329997825	0.036563071297989	0.0336538461538462	0.0280053210109921	0.058653893152158	0.0856368047956611	0.041386445938955	0.0253111157983548	0.0416788229900388	0.0522403054048624	0.0475182513283511	0.0651967757230915	0.0276579267618099	0.101405186150949	0.0106541657788195	0.0264494286923402	0.052128583840139	0.0578947368421053	0.0562136117245533	0.103131445715357	0.0463965357253325	0.0534359303195469	0.0459605760392197	0.0544959128065395	0.0560067208064968	0.0132178970325821	0.0450126035289881	0.0481000481000481	0.0787490156373045
"is no"	0.0646173728422413	0.0348053078094409	0.0274223034734918	0.0336538461538462	0.0350066512637401	0.0342147710054255	0.0190304010657025	0.0931195033626487	0.0632777894958869	0.066686116784062	0.0361663652802893	0.0561579333880513	0.0889046941678521	0.0276579267618099	0.0193152735525617	0.0266354144470488	0.105797714769361	0.0390964378801043	0.0368421052631579	0.0361373218229271	0.0468779298706169	0.0463965357253325	0.0534359303195469	0.112348074762537	0.0435967302452316	0.0490058807056847	0.0726984336792016	0.0450126035289881	0.0699637063273427	0.0956238047024412
"you to"	0.027693159789532	0.0391559712856211	0.0228519195612431	0.0144230769230769	0.014002660505496	0.048878244293465	0.0285456015985537	0.103466114847387	0.0632777894958869	0.0458467052890426	0.0442033353425758	0.043198410298501	0.041488857278331	0.0276579267618099	0.0531170022695446	0.0532708288940976	0.0846381718154888	0.0390964378801043	0.0421052631578947	0.0562136117245533	0.0515657228576786	0.0463965357253325	0.0320615581917281	0.0714942293943417	0.0490463215258856	0.0140016802016242	0.0396536910977464	0.0405113431760893	0.0481000481000481	0.0843739453256834
"with me"	0.0323086864211206	0.0870132695236023	0.0411334552102377	0.0144230769230769	0.0420079815164881	0.0146634732880395	0.0333032018649793	0.08277289187791	0.0253111157983548	0.0291751760930271	0.0401848503114326	0.0388785692686509	0.0770507349454718	0.0829737802854298	0.0434593654932638	0.021308331557639	0.0581887431231485	0.0477845351867941	0.0473684210526316	0.068259385665529	0.0796924807800488	0.131456851221775	0.0641231163834562	0.0766009600653662	0.0435967302452316	0.0350042005040605	0.0859163307117838	0.0270075621173929	0.0481000481000481	0.0618742265721678
"and in"	0.06923289947383	0.0391559712856211	0.0731261425959781	0.0721153846153846	0.0490093117692362	0.019551297717386	0.0190304010657025	0.0724262803931712	0.0632777894958869	0.0375109406910349	0.0482218203737191	0.0777571385373018	0.041488857278331	0.0331895121141719	0.0531170022695446	0.0479437460046878	0.0476089716462124	0.0173761946133797	0.0421052631578947	0.068259385665529	0.0843802737671105	0.0850603154964429	0.0694667094154109	0.0612807680522929	0.0326975476839237	0.0350042005040605	0.0528715881303285	0.0450126035289881	0.0349818531636713	0.0281246484418945
"and my"	0.041539739684298	0.0435066347618012	0.0182815356489945	0.0528846153846154	0.0490093117692362	0.0733173664401975	0.0570912031971074	0.0362131401965856	0.0464037122969838	0.0375109406910349	0.0522403054048624	0.107996025746253	0.0296348980559507	0.0553158535236199	0.0482881838814042	0.0266354144470488	0.0528988573846805	0.052128583840139	0.0789473684210526	0.068259385665529	0.0375023438964935	0.0773275595422208	0.0748103024473656	0.0357471146971709	0.0435967302452316	0.0770092411089331	0.0330447425814553	0.0540151242347857	0.0218636582272946	0.0224997187535156
"is my"	0.027693159789532	0.0217533173809006	0.0639853747714808	0.0288461538461538	0.0560106420219842	0.068429542010851	0.0475760026642561	0.0258665287118469	0.0126555578991774	0.0458467052890426	0.0241109101868596	0.0302388872089507	0.041488857278331	0.0442526828188959	0.0772610942102468	0.0159812486682293	0.0264494286923402	0.052128583840139	0.0789473684210526	0.0602288697048785	0.126570410650666	0.0541292916795546	0.0587795233515016	0.0817076907363906	0.0926430517711172	0.0560067208064968	0.0859163307117838	0.0225063017644941	0.0568455113909659	0.0449994375070312
"for my"	0.0230776331579433	0.0435066347618012	0.0411334552102377	0.0528846153846154	0.0280053210109921	0.048878244293465	0.0285456015985537	0.0931195033626487	0.0337481543978064	0.0500145875880465	0.0281293952180028	0.0518380923582012	0.0533428165007112	0.0387210974665339	0.0386305471051234	0.0479437460046878	0.0687685146000846	0.0651607298001738	0.0157894736842105	0.068259385665529	0.0187511719482468	0.092793071450665	0.0748103024473656	0.0459605760392197	0.119891008174387	0.0350042005040605	0.0925252792280748	0.0225063017644941	0.0437273164545892	0.056249296883789
"i had"	0.0323086864211206	0.0652599521427018	0.0228519195612431	0.0192307692307692	0.0560106420219842	0.058653893152158	0.0570912031971074	0.0517330574236937	0.0590592701961611	0.0833576459800775	0.0482218203737191	0.0215992051492505	0.041488857278331	0.0276579267618099	0.0531170022695446	0.0426166631152781	0.0846381718154888	0.0738488271068636	0.0473684210526316	0.068259385665529	0.0187511719482468	0.0773275595422208	0.0587795233515016	0.086814421407415	0.0326975476839237	0.0350042005040605	0.0330447425814553	0.0360100828231905	0.0306091215182124	0.056249296883789
"of it"	0.0323086864211206	0.0696106156188819	0	0.00480769230769231	0.0420079815164881	0.068429542010851	0.0475760026642561	0.0258665287118469	0.0379666736975322	0.066686116784062	0.0683142455294354	0.142554753985053	0.041488857278331	0.0442526828188959	0.0579458206576851	0.0372895802258683	0.111087600507829	0.0477845351867941	0.0157894736842105	0.0281068058622767	0.0140633789611851	0.0231982678626663	0.0320615581917281	0.0817076907363906	0.0381471389645777	0.070008401008121	0.0264357940651642	0.0495138638818869	0.0437273164545892	0.0787490156373045
"for i"	0.0646173728422413	0.00435066347618012	0.0731261425959781	0.0769230769230769	0.0350066512637401	0.048878244293465	0.0523336029306818	0.0775995861355406	0.0379666736975322	0.0166715291960155	0.016073940124573	0.0518380923582012	0.0711237553342817	0.0442526828188959	0.0289729103288425	0.0319624973364586	0.0687685146000846	0.0738488271068636	0.0368421052631579	0.0441678377835776	0.0656291018188637	0.0154655119084442	0.0374051512236828	0.0357471146971709	0.103542234332425	0.070008401008121	0.0594805366466195	0.0540151242347857	0.0218636582272946	0.0506243671954101
"and to"	0.0461552663158866	0.0609092886665216	0.0457038391224863	0.0528846153846154	0.0350066512637401	0.058653893152158	0.0428184023978305	0.103466114847387	0.0970259438936933	0.0750218813820698	0.0401848503114326	0.0388785692686509	0.041488857278331	0.0497842681712579	0.033801728716983	0.0639249946729171	0.0264494286923402	0.0434404865334492	0.0368421052631579	0.0240915478819514	0.0375023438964935	0.0541292916795546	0.0427487442556375	0.0459605760392197	0.0326975476839237	0.0350042005040605	0.0198268455488732	0.0405113431760893	0.052472779745507	0.0449994375070312
"that he"	0.0461552663158866	0.0478572982379813	0.0502742230347349	0.0528846153846154	0.0560106420219842	0.0733173664401975	0.0428184023978305	0.0569063631660631	0.0464037122969838	0.0291751760930271	0.0683142455294354	0.0302388872089507	0.0355618776671408	0.016594756057086	0.033801728716983	0.0532708288940976	0.0581887431231485	0.0781928757602085	0.0526315789473684	0.0481830957639028	0.0375023438964935	0.0618620476337767	0.0641231163834562	0.0459605760392197	0.0272479564032698	0.0420050406048726	0.0396536910977464	0.0450126035289881	0.0262363898727535	0.056249296883789
"i must"	0.0461552663158866	0.0304546443332608	0.036563071297989	0.0192307692307692	0.0630119722747322	0.048878244293465	0.0761216042628098	0.0517330574236937	0.0295296350980806	0.0500145875880465	0.0442033353425758	0.0302388872089507	0.0296348980559507	0.0497842681712579	0.0579458206576851	0.0372895802258683	0.0476089716462124	0.0651607298001738	0.0421052631578947	0.0401525798032524	0.0656291018188637	0.0309310238168883	0.0427487442556375	0.0612807680522929	0.0708446866485014	0.0630075609073089	0.0726984336792016	0.0585163845876846	0.0393545848091303	0.0393745078186523
"to you"	0.0369242130527093	0.0478572982379813	0.0228519195612431	0.00480769230769231	0.0350066512637401	0.0635417175815045	0.0570912031971074	0.0879461976202794	0.0674963087956127	0.0500145875880465	0.0803697006228652	0.0259190461791006	0.0889046941678521	0.0221263414094479	0.0289729103288425	0.0426166631152781	0.0423190859077444	0.0738488271068636	0.0210526315789474	0.0321220638426019	0.0281267579223701	0.0386637797711104	0.0694667094154109	0.0561740373812685	0.0381471389645777	0.0350042005040605	0.0594805366466195	0.0405113431760893	0.0568455113909659	0.0787490156373045
"me and"	0.0230776331579433	0.0435066347618012	0.0228519195612431	0.0576923076923077	0.0350066512637401	0.039102595434772	0.0285456015985537	0.041386445938955	0.0295296350980806	0.00833576459800775	0.00803697006228652	0.0345587282388008	0.0237079184447605	0.0387210974665339	0.0144864551644213	0.0266354144470488	0.0528988573846805	0.0173761946133797	0.0263157894736842	0.0361373218229271	0.0187511719482468	0.0695948035879988	0.0320615581917281	0.00510673067102441	0.0381471389645777	0.070008401008121	0.0264357940651642	0.0495138638818869	0.0262363898727535	0.0393745078186523
"when i"	0.0507707929474753	0.0348053078094409	0.0639853747714808	0.0384615384615385	0.0980186235384723	0.058653893152158	0.0523336029306818	0.0465597516813244	0.0337481543978064	0.0375109406910349	0.0321478802491461	0.0172793641194004	0.041488857278331	0.0442526828188959	0.0579458206576851	0.0319624973364586	0.0899280575539568	0.052128583840139	0.0263157894736842	0.0562136117245533	0.0515657228576786	0.092793071450665	0.0748103024473656	0.0408538453681953	0.0381471389645777	0.0770092411089331	0.0528715881303285	0.0405113431760893	0.0306091215182124	0.0224997187535156
"to your"	0.0323086864211206	0.0348053078094409	0.0457038391224863	0.0336538461538462	0.0560106420219842	0.058653893152158	0.0142728007992768	0.0672529746508019	0.0632777894958869	0.0750218813820698	0.0482218203737191	0.0345587282388008	0.0355618776671408	0.0553158535236199	0.033801728716983	0.0266354144470488	0.0423190859077444	0.0477845351867941	0.0210526315789474	0.068259385665529	0.0375023438964935	0.0695948035879988	0.0320615581917281	0.0510673067102441	0.0544959128065395	0.0210025203024363	0.0925252792280748	0.0675189052934822	0.0262363898727535	0.0449994375070312
"they are"	0.0323086864211206	0.0304546443332608	0.0182815356489945	0.0288461538461538	0.014002660505496	0.058653893152158	0.0428184023978305	0.0879461976202794	0.0759333473950643	0.0625182344850581	0.0522403054048624	0.0302388872089507	0.0770507349454718	0.016594756057086	0.0434593654932638	0.0639249946729171	0.0634786288616166	0.0564726324934839	0.0421052631578947	0.0200762899016262	0.0187511719482468	0.0231982678626663	0.0374051512236828	0.0357471146971709	0.0326975476839237	0.0630075609073089	0.0859163307117838	0.0540151242347857	0.0743364379728016	0.0281246484418945
"at the"	0.0646173728422413	0.0391559712856211	0.036563071297989	0.0528846153846154	0.0420079815164881	0.019551297717386	0.0428184023978305	0.0672529746508019	0.042185192997258	0.0291751760930271	0.0241109101868596	0.0518380923582012	0.0474158368895211	0.0276579267618099	0.00965763677628084	0.0799062433411464	0.0423190859077444	0.0347523892267593	0.0157894736842105	0.0361373218229271	0.0234389649353085	0.115991339313331	0.0587795233515016	0.0714942293943417	0.103542234332425	0.0280033604032484	0.0396536910977464	0.0450126035289881	0.0349818531636713	0.0674991562605467
"come to"	0.027693159789532	0.0391559712856211	0.0411334552102377	0.0528846153846154	0.0280053210109921	0.0244391221467325	0.0380608021314049	0.0310398344542162	0.0253111157983548	0.033343058392031	0.0401848503114326	0.0561579333880513	0.0829777145566619	0.0387210974665339	0.0482881838814042	0.0159812486682293	0.0370292001692763	0.0304083405734144	0.0473684210526316	0.0441678377835776	0.0562535158447403	0.0463965357253325	0.0427487442556375	0.107241344091513	0.0653950953678474	0.0140016802016242	0.0198268455488732	0.0360100828231905	0.0481000481000481	0.056249296883789
"i will not"	0.0421274354923644	0.0247622820919176	0.0105960264900662	0.0448455630921016	0.0488122356003905	0.0167747707447998	0.0395949997171786	0.0763224329243234	0.0542593597395551	0.0146541617819461	0.0140344311377246	0.0197083169097359	0.0558815311539536	0.0906324852722211	0.0732848525847004	0.0430530782950981	0.0416171224732461	0.0611683148129269	0.0184445127574547	0.06116495718453	0.0435326767154595	0.0534188034188034	0.086265327500154	0.0626852062913152	0.062996094242157	0.0411658159064713	0.0692307692307692	0.0417907329049783	0.0813959403774737	0.0509943906170321
